Symbol,Name,LastSale,MarketCap,Sector,industry
TISA,"Top Image Systems, Ltd.",1.12,$20.08M,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,0.47,$13.58M,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,5.35,$18.95M,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",1.18,$71.05M,Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,35.45,$3.48B,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",6,$160.09M,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,33.25,$2.08B,n/a,n/a
TPIC,"TPI Composites, Inc.",18.55,$630.89M,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",2.75,$48.16M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,64.29,$8.07B,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,1.8,$65.01M,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,14.05,$103.49M,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",13.4,$95.7M,Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,1.5,$108.31M,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,4.8,$189.68M,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,24.9384,n/a,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,24.09,n/a,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,24.43,n/a,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,6.4,$79.75M,Technology,EDP Services
TRMT,Tremont Mortgage Trust,15.85,$49.14M,n/a,n/a
TRVN,"Trevena, Inc.",1.76,$109.65M,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,40.6,$931.42M,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,12,$129.54M,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,25.5,$1.17B,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,42.11,$10.6B,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,5.08,$122.13M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",34.17,$4.75B,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",23.05,$660.21M,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",30.8,$641.28M,Finance,Major Banks
TRVG,trivago N.V.,7.14,$2.5B,Technology,EDP Services
TRNC,"tronc, Inc.",17.3,$581.25M,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",0.5915,$22.54M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",11.735,$1.17B,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",2.01,$8.97M,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",29.93,$899.09M,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,9.075,$872.18M,Finance,Major Banks
TRMK,Trustmark Corporation,32.58,$2.21B,Finance,Major Banks
TSRI,"TSR, Inc.",5.3,$10.4M,Technology,EDP Services
TTMI,"TTM Technologies, Inc.",17.55,$1.79B,Technology,Electrical Products
TCX,Tucows Inc.,60.9,$644.17M,Technology,EDP Services
TUES,Tuesday Morning Corp.,2.65,$121.48M,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,8.78,$1.11B,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,0.5542,$27.37M,Consumer Durables,Telecommunications Equipment
FOX,"Twenty-First Century Fox, Inc.",29.78,$55.17B,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",30.48,$37.21B,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",27.86,$322.95M,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,17.93,$151.63M,Finance,Major Banks
TYME,"Tyme Technologies, Inc.",4.01,$358.18M,Health Care,Major Pharmaceuticals
USCR,"U S Concrete, Inc.",74.3,$1.24B,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",2.31,$82.07M,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,1.22,$7.3M,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",4.91,$74.47M,Finance,Investment Managers
USAU,U.S. Gold Corp.,1.6,$22.57M,n/a,n/a
UBNT,"Ubiquiti Networks, Inc.",66.89,$5.21B,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",26.35,$191.5M,Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",210.37,$12.92B,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",24.77,$832.95M,Technology,Semiconductors
UPL,Ultra Petroleum Corp.,9.45,$1.86B,Energy,Oil & Gas Production
RARE,Ultragenyx Pharmaceutical Inc.,48.91,$2.08B,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,6.4,$100.02M,Miscellaneous,Industrial Machinery/Components
UMBF,UMB Financial Corporation,71.89,$3.58B,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,20.54,$4.52B,Finance,Savings Institutions
UNAM,Unico American Corporation,9.6,$50.95M,Finance,Property-Casualty Insurers
UBSH,Union Bankshares Corporation,35.01,$1.53B,Finance,Major Banks
UNB,"Union Bankshares, Inc.",49.15,$219.33M,Finance,Major Banks
QURE,uniQure N.V.,15.79,$486.33M,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",12.45,$67.67M,Finance,Major Banks
UBOH,"United Bancshares, Inc.",22.064,$72.1M,Finance,Major Banks
UBSI,"United Bankshares, Inc.",35.05,$3.68B,Finance,Major Banks
UCBA,United Community Bancorp,20.25,$85.07M,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",27.12,$2.1B,Finance,Major Banks
UCFC,United Community Financial Corp.,9.45,$470.33M,Finance,Banks
UBNK,"United Financial Bancorp, Inc. ",18.19,$924.98M,Finance,Banks
UFCS,"United Fire Group, Inc",47.46,$1.18B,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,15.91,$680.21M,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",42.26,$2.15B,Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,9.45,$159.57M,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",86.22,$480.82M,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,125,$5.4B,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",16.2,$74.43M,Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,16.26,$2.85B,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",20.45,$216.85M,Finance,Major Banks
OLED,Universal Display Corporation,190.95,$8.98B,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,54.7,$782.52M,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",37.44,$2.29B,Basic Industries,Forest Products
ULH,"Universal Logistics Holdings, Inc.",23.05,$654.42M,Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",20.86,$150.78M,Basic Industries,Steel/Iron Ore
UVSP,Univest Corporation of Pennsylvania,28.85,$769.84M,Finance,Major Banks
UPLD,"Upland Software, Inc.",22.96,$477.01M,Technology,Computer Software: Prepackaged Software
UONE,"Urban One, Inc. ",1.4,$67.88M,Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",1.55,$75.16M,Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",30.17,$3.27B,Consumer Services,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd.,40.94,$539.52M,Health Care,Major Pharmaceuticals
ECOL,"US Ecology, Inc.",49.75,$1.09B,Public Utilities,Environmental Services
RNDV,US Equity Dividend Select ETF,20.94,$6.28M,n/a,n/a
USAT,"USA Technologies, Inc.",8.65,$434.2M,Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",24.5,$10.9M,Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",17.51,$145.3M,Transportation,Trucking Freight/Courier Services
UTMD,"Utah Medical Products, Inc.",79.4,$295.42M,Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,3.79,$134.35M,Consumer Durables,Telecommunications Equipment
VLRX,"Valeritas Holdings, Inc.",5,$35.08M,Health Care,Medical/Dental Instruments
VALX,Validea Market Legends ETF,28.51,$24.23M,n/a,n/a
VALU,"Value Line, Inc.",17.36,$168.53M,Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,12.875,$578.44M,Health Care,Major Pharmaceuticals
BBH,VanEck Vectors Biotech ETF,124.34,$633.7M,n/a,n/a
GNRX,VanEck Vectors Generic Drugs ETF,23.476,$3.52M,n/a,n/a
PPH,VanEck Vectors Pharmaceutical ETF,56.79,$269.08M,n/a,n/a
VWOB,Vanguard Emerging Markets Government Bond ETF,80.38,$997.83M,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,60.83,$5.43B,n/a,n/a
VGIT,Vanguard Intermediate -Term Government Bond ETF,64.34,$1.56B,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,87.74,$18.21B,n/a,n/a
VIGI,Vanguard International Dividend Appreciation ETF,66.45,$705.83M,n/a,n/a
VYMI,Vanguard International High Dividend Yield ETF,66.34,$650.24M,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,95.14,$2.5B,n/a,n/a
VGLT,Vanguard Long-Term Government Bond ETF,78,$605.81M,n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,52.69,$4.66B,n/a,n/a
VONE,Vanguard Russell 1000 ETF,119.665,$768.85M,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,136.24,$1.46B,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,104.8552,$1.26B,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,121.26,$1.38B,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,133.88,$220.9M,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,108.305,$186.83M,n/a,n/a
VTHR,Vanguard Russell 3000 ETF,119.7586,$344.31M,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,79.67,$21.71B,n/a,n/a
VGSH,Vanguard Short-Term Government ETF,60.46,$1.96B,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.55,$4.28B,n/a,n/a
VTC,Vanguard Total Corporate Bond ETF,85.05,$21.26M,n/a,n/a
BNDX,Vanguard Total International Bond ETF,55.07,$8.16B,n/a,n/a
VXUS,Vanguard Total International Stock ETF,56.69,$10.09B,n/a,n/a
VEAC,Vantage Energy Acquisition Corp.,9.65,$154.56M,Finance,Business Services
VEACU,Vantage Energy Acquisition Corp.,10.2,n/a,Finance,Business Services
VEACW,Vantage Energy Acquisition Corp.,1.15,n/a,Finance,Business Services
VREX,Varex Imaging Corporation,36.58,$1.38B,Capital Goods,Industrial Machinery/Components
VRNS,"Varonis Systems, Inc.",51.35,$1.43B,Technology,Computer Software: Prepackaged Software
VDSI,"VASCO Data Security International, Inc.",13.4,$538.28M,Technology,EDP Services
VBLT,Vascular Biogenics Ltd.,6.95,$189.21M,Health Care,Major Pharmaceuticals
VBIV,"VBI Vaccines, Inc.",4.65,$296.69M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VECO,Veeco Instruments Inc.,16.85,$813.89M,Technology,Industrial Machinery/Components
DGLD,VelocityShares 3x Inverse Gold ETN,45.2,$19.39M,Finance,Investment Bankers/Brokers/Service
DSLV,VelocityShares 3x Inverse Silver ETN,23.56,$30.37M,Finance,Investment Bankers/Brokers/Service
UGLD,VelocityShares 3x Long Gold ETN,10.83,$111.72M,Finance,Investment Bankers/Brokers/Service
USLV,VelocityShares 3x Long Silver ETN,11.9,$250.7M,Finance,Investment Bankers/Brokers/Service
TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,10.82,$3.6M,Finance,Investment Bankers/Brokers/Service
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,7.2,$233.7M,Finance,Investment Bankers/Brokers/Service
ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,81,$192.21M,Finance,Investment Bankers/Brokers/Service
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,118.79,$1.2B,Finance,Investment Bankers/Brokers/Service
VIIZ,VelocityShares VIX Medium-Term ETN,6.65,"$931,000 ",Finance,Investment Bankers/Brokers/Service
VIIX,VelocityShares VIX Short-Term ETN,13.38,$11.83M,Finance,Investment Bankers/Brokers/Service
VEON,VEON Ltd.,4.13,$7.22B,Public Utilities,Telecommunications Equipment
VRA,"Vera Bradley, Inc.",8.19,$294.55M,Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",6.42,$218.54M,Health Care,Medical Specialities
VSTM,"Verastem, Inc.",3.65,$147.79M,Health Care,Major Pharmaceuticals
VCEL,Vericel Corporation,4.25,$148.36M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Verint Systems Inc.,42.95,$2.74B,Technology,EDP Services
VRSN,"VeriSign, Inc.",117.24,$11.56B,Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",93.86,$15.46B,Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",26.41,$598.15M,Finance,Major Banks
VERI,"Veritone, Inc.",22.55,$359.25M,Technology,EDP Services
VRML,"Vermillion, Inc.",1.79,$107.4M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Verona Pharma plc,11.19,$146.71M,Health Care,Major Pharmaceuticals
VSAR,"Versartis, Inc.",1.925,$68.93M,Health Care,Major Pharmaceuticals
VTNR,"Vertex Energy, Inc",0.9,$29.39M,Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,146.55,$37.06B,Health Care,Major Pharmaceuticals
VERU,Veru Inc.,1.2,$63.85M,Basic Industries,Specialty Chemicals
VIA,Viacom Inc.,32.7,$13.15B,Consumer Services,Television Services
VIAB,Viacom Inc.,26.28,$9.13B,Consumer Services,Television Services
VSAT,"ViaSat, Inc.",73.64,$4.29B,Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,9.125,$2.08B,Technology,Semiconductors
VICL,Vical Incorporated,1.9,$23.95M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,23.15,$910.71M,Capital Goods,Industrial Machinery/Components
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,34.93,n/a,n/a,n/a
VSDA,VictoryShares Dividend Accelerator ETF,26.8199,n/a,n/a,n/a
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,24.98,n/a,n/a,n/a
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,29.5,n/a,n/a,n/a
CID,VictoryShares International High Div Volatility Wtd ETF,35.4892,n/a,n/a,n/a
CIL,VictoryShares International Volatility Wtd ETF,39.98,n/a,n/a,n/a
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,47.29,$33.1M,n/a,n/a
CFA,VictoryShares US 500 Volatility Wtd ETF,47.29,$9.46M,n/a,n/a
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,44.408,$24.42M,n/a,n/a
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,45.27,$29.43M,n/a,n/a
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,44.085,n/a,n/a,n/a
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,26.36,n/a,n/a,n/a
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,43.4799,n/a,n/a,n/a
CSA,VictoryShares US Small Cap Volatility Wtd ETF,45.606,$2.34B,n/a,n/a
VBND,Vident Core U.S. Bond Strategy Fund,49.805,$428.32M,n/a,n/a
VUSE,Vident Core US Equity ETF,32.3683,$492M,n/a,n/a
VIDI,Vident International Equity Fund,27.81,n/a,n/a,n/a
VDTH,Videocon d2h Limited,9.39,$988.22M,Consumer Services,Television Services
VRAY,"ViewRay, Inc.",9.44,$636.77M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,"Viking Therapeutics, Inc.",3.09,$88.06M,Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",2.02,n/a,Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,29,$41.49M,Finance,Major Banks
VLGEA,"Village Super Market, Inc.",25.24,$363.01M,Consumer Services,Food Chains
VNOM,Viper Energy Partners LP,20,$2.28B,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,5.7,$87.54M,Consumer Durables,Industrial Specialties
VIRT,"Virtu Financial, Inc.",15.4,$2.88B,Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",115.6,$827.47M,Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",102.44,n/a,Finance,Investment Managers
BBC,Virtus LifeSci Biotech Clinical Trials ETF,27.8434,$27.84M,n/a,n/a
BBP,Virtus LifeSci Biotech Products ETF,38.96,$38.96M,n/a,n/a
VRTU,Virtusa Corporation,47.65,$1.4B,Technology,EDP Services
VTGN,"VistaGen Therapeutics, Inc.",0.81,$9.48M,Health Care,Major Pharmaceuticals
VTL,"Vital Therapies, Inc.",5.1,$215.26M,Health Care,Major Pharmaceuticals
VIVE,"Viveve Medical, Inc.",5.19,$100.82M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR,VivoPower International PLC,3.15,$42.71M,Public Utilities,Power Generation
VVUS,"VIVUS, Inc.",0.6577,$69.69M,Health Care,Major Pharmaceuticals
VOD,Vodafone Group Plc,30.59,$81.6B,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation,6.95,$168.06M,Consumer Non-Durables,Electronic Components
VYGR,"Voyager Therapeutics, Inc.",14.4,$453.85M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,VSE Corporation,48.05,$520.79M,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,4.68,$153.56M,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,6.75,$149.88M,Technology,Radio And Television Broadcasting And Communications Equipment
WBA,"Walgreens Boots Alliance, Inc.",70.28,$70.95B,Health Care,Medical/Nursing Services
WAFD,"Washington Federal, Inc.",33.95,$2.95B,Finance,Major Banks
WAFDW,"Washington Federal, Inc.",17.78,n/a,Finance,Major Banks
WASH,"Washington Trust Bancorp, Inc.",54.3,$935.09M,Finance,Major Banks
WFBI,WashingtonFirst Bankshares Inc,33.48,$438.73M,Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",18.35,$541.13M,Finance,Savings Institutions
WVE,WAVE Life Sciences Ltd.,36.1,$1B,Health Care,Major Pharmaceuticals
WSTG,"Wayside Technology Group, Inc.",15.7,$70.37M,Technology,Retail: Computer Software & Peripheral Equipment
WCFB,"WCF Bancorp, Inc.",9.5,$24.33M,Finance,Major Banks
WDFC,WD-40 Company,114.55,$1.6B,Basic Industries,Major Chemicals
FLAG,WeatherStorm Forensic Accounting Long Short ETF,39.5225,$15.81M,n/a,n/a
WEB,"Web.com Group, Inc.",22.7,$1.11B,Technology,Computer Software: Prepackaged Software
WB,Weibo Corporation,117.49,$25.69B,Technology,"Computer Software: Programming, Data Processing"
WEBK,"Wellesley Bancorp, Inc.",27.8122,$69.5M,Finance,Banks
WEN,Wendy&#39;s Company (The),13.86,$3.36B,Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",35.1,$2.54B,Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",40.01,$1.76B,Finance,Major Banks
WTBA,West Bancorporation,25.35,$411.07M,Finance,Major Banks
WABC,Westamerica Bancorporation,57.76,$1.52B,Finance,Major Banks
WSTL,"Westell Technologies, Inc.",4.3,$66.88M,Public Utilities,Telecommunications Equipment
WDC,Western Digital Corporation,92.78,$27.44B,Technology,Electronic Components
WNEB,"Western New England Bancorp, Inc.",10.45,$320.13M,Finance,Savings Institutions
WLB,Westmoreland Coal Company,1.34,$25.12M,Energy,Coal Mining
WPRT,Westport Fuel Systems Inc,3.13,$407.84M,Energy,Industrial Machinery/Components
WWR,"Westwater Resources, Inc.",1.05,$28.99M,Basic Industries,Precious Metals
WEYS,"Weyco Group, Inc.",28.32,$288.66M,Consumer Non-Durables,Apparel
WHLR,"Wheeler Real Estate Investment Trust, Inc.",10.17,$88.79M,Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",20.6787,n/a,Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",21.02,$15.13M,Consumer Services,Real Estate Investment Trusts
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.0212,n/a,Consumer Services,Real Estate Investment Trusts
WHF,"WhiteHorse Finance, Inc.",13.89,$285.19M,n/a,n/a
WHFBL,"WhiteHorse Finance, Inc.",25.4431,n/a,n/a,n/a
WHLM,"Wilhelmina International, Inc.",6.59,$35.47M,Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",8.49,$42.15M,Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",5.25,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",24.67,$216.2M,Consumer Services,Military/Government/Technical
WLFC,Willis Lease Finance Corporation,25.14,$161.37M,Consumer Durables,Industrial Specialties
WLTW,Willis Towers Watson Public Limited Company,159.52,$21.06B,Finance,Specialty Insurers
